event_id,event_type,timestamp,source_person_id,target_person_id,phone_id,device_id,ip_id,account_id,location_id,amount,duration_seconds,direction,status,channel,transaction_type
EVT_002750,sms,2025-07-11 21:04:47,PER_000072,PER_000095,PH_000072,,,,LOC_000010,,,internal,completed,pos,
EVT_000238,sms,2025-07-11 21:12:38,PER_000078,PER_000032,PH_000078,,,,LOC_000114,,,internal,completed,api,
EVT_000859,login,2025-07-11 21:14:33,PER_000063,,PH_000063,DEV_000070,IP_000057,,LOC_000063,,,,completed,api,
EVT_007005,transaction,2025-07-11 21:16:10,PER_000063,PER_000077,,DEV_000035,IP_000059,ACC_000063,LOC_000063,3860.86,,outbound,completed,web,transfer
EVT_003517,call,2025-07-11 21:18:39,PER_000012,PER_000089,PH_000012,,,,LOC_000092,,117.0,inbound,completed,ussd,
EVT_005927,call,2025-07-11 21:26:52,PER_000078,PER_000089,PH_000078,,,,LOC_000114,,524.0,internal,completed,mobile_app,
EVT_002343,sms,2025-07-11 21:29:22,PER_000012,PER_000095,PH_000012,,,,LOC_000092,,,outbound,completed,web,
EVT_003404,location_ping,2025-07-11 21:31:14,PER_000012,,,DEV_000118,,,LOC_000092,,,,completed,pos,
EVT_003347,call,2025-07-11 21:34:21,PER_000063,PER_000006,PH_000063,,,,LOC_000063,,954.0,internal,completed,web,
EVT_002245,call,2025-07-11 21:37:09,PER_000078,PER_000004,PH_000078,,,,LOC_000114,,740.0,internal,completed,pos,
EVT_007151,transaction,2025-07-11 21:39:39,PER_000078,PER_000015,,DEV_000111,IP_000021,ACC_000078,LOC_000114,1166.88,,outbound,completed,pos,withdrawal
EVT_007211,login,2025-07-11 21:48:20,PER_000012,,PH_000012,DEV_000091,IP_000017,,LOC_000092,,,,completed,atm,
EVT_005598,call,2025-07-11 21:51:41,PER_000072,PER_000082,PH_000072,,,,LOC_000010,,889.0,internal,completed,api,
EVT_002936,transaction,2025-07-11 22:13:08,PER_000012,PER_000040,,DEV_000032,IP_000070,ACC_000012,LOC_000092,3696.94,,outbound,completed,web,deposit
EVT_005491,call,2025-07-11 22:14:46,PER_000012,PER_000013,PH_000012,,,,LOC_000062,,1092.0,internal,completed,mobile_app,
EVT_007081,sms,2025-07-11 22:16:43,PER_000012,PER_000087,PH_000012,,,,LOC_000092,,,internal,completed,web,
EVT_006433,call,2025-07-11 22:22:00,PER_000012,PER_000023,PH_000012,,,,LOC_000092,,445.0,internal,completed,ussd,
EVT_000083,location_ping,2025-07-11 22:25:26,PER_000078,,,DEV_000114,,,LOC_000114,,,,completed,pos,
EVT_007359,location_ping,2025-07-11 22:32:26,PER_000012,,,DEV_000040,,,LOC_000092,,,,completed,web,
EVT_004966,location_ping,2025-07-11 22:38:20,PER_000072,,,DEV_000099,,,LOC_000010,,,,completed,mobile_app,
EVT_000154,sms,2025-07-11 22:38:44,PER_000063,PER_000044,PH_000063,,,,LOC_000063,,,outbound,completed,web,
EVT_003032,login,2025-07-11 22:38:49,PER_000012,,PH_000012,DEV_000075,IP_000081,,LOC_000092,,,,completed,api,
EVT_003218,location_ping,2025-07-11 22:41:33,PER_000063,,,DEV_000112,,,LOC_000063,,,,completed,ussd,
EVT_000039,call,2025-07-11 22:44:21,PER_000072,PER_000070,PH_000072,,,,LOC_000010,,554.0,outbound,completed,pos,
EVT_006589,call,2025-07-11 22:44:41,PER_000012,PER_000024,PH_000012,,,,LOC_000092,,874.0,outbound,completed,ussd,
EVT_004445,sms,2025-07-11 22:45:14,PER_000012,PER_000063,PH_000012,,,,LOC_000086,,,outbound,completed,pos,
EVT_004701,sms,2025-07-11 22:45:34,PER_000063,PER_000076,PH_000063,,,,LOC_000063,,,internal,completed,ussd,
EVT_000022,sms,2025-07-11 22:47:47,PER_000078,PER_000068,PH_000078,,,,LOC_000101,,,inbound,completed,api,
EVT_007123,login,2025-07-11 22:47:52,PER_000012,,PH_000012,DEV_000106,IP_000084,,LOC_000092,,,,completed,ussd,
EVT_006719,call,2025-07-11 22:48:56,PER_000012,PER_000067,PH_000012,,,,LOC_000092,,88.0,internal,completed,mobile_app,
EVT_001057,sms,2025-07-11 22:51:20,PER_000072,PER_000091,PH_000072,,,,LOC_000010,,,inbound,completed,web,
EVT_001641,location_ping,2025-07-11 22:55:57,PER_000063,,,DEV_000046,,,LOC_000063,,,,completed,api,
EVT_003329,call,2025-07-11 22:56:26,PER_000078,PER_000086,PH_000078,,,,LOC_000114,,897.0,outbound,completed,ussd,
EVT_005820,login,2025-07-11 23:00:34,PER_000012,,PH_000012,DEV_000064,IP_000017,,LOC_000036,,,,completed,pos,
EVT_005715,call,2025-07-11 23:00:44,PER_000078,PER_000035,PH_000078,,,,LOC_000018,,981.0,internal,completed,ussd,
EVT_004511,transaction,2025-07-11 23:05:51,PER_000078,PER_000051,,DEV_000028,IP_000033,ACC_000078,LOC_000114,3008.75,,inbound,completed,ussd,deposit
EVT_001157,transaction,2025-07-11 23:20:43,PER_000078,PER_000032,,DEV_000085,IP_000115,ACC_000078,LOC_000114,4320.69,,outbound,completed,atm,deposit
EVT_002232,transaction,2025-07-11 23:20:54,PER_000078,PER_000096,,DEV_000100,IP_000013,ACC_000078,LOC_000114,2021.21,,internal,completed,api,p2p
EVT_007068,location_ping,2025-07-11 23:22:35,PER_000078,,,DEV_000014,,,LOC_000114,,,,completed,pos,
EVT_007455,location_ping,2025-07-11 23:26:29,PER_000012,,,DEV_000052,,,LOC_000092,,,,completed,api,
EVT_002085,call,2025-07-11 23:31:20,PER_000072,PER_000044,PH_000072,,,,LOC_000088,,1021.0,inbound,completed,web,
EVT_006961,call,2025-07-11 23:40:16,PER_000063,PER_000094,PH_000063,,,,LOC_000063,,957.0,internal,completed,web,
EVT_005361,location_ping,2025-07-11 23:48:39,PER_000078,,,DEV_000041,,,LOC_000114,,,,completed,pos,
EVT_002775,sms,2025-07-11 23:50:11,PER_000078,PER_000011,PH_000078,,,,LOC_000114,,,internal,completed,ussd,
EVT_000794,login,2025-07-11 23:51:24,PER_000012,,PH_000012,DEV_000036,IP_000035,,LOC_000092,,,,completed,api,
EVT_007330,call,2025-07-11 23:53:32,PER_000012,PER_000042,PH_000012,,,,LOC_000120,,871.0,outbound,completed,pos,
EVT_006000,call,2025-07-11 23:59:17,PER_000063,PER_000057,PH_000063,,,,LOC_000063,,25.0,inbound,completed,api,
EVT_003571,sms,2025-07-12 00:11:46,PER_000078,PER_000019,PH_000078,,,,LOC_000114,,,internal,completed,ussd,
EVT_006546,transaction,2025-07-12 00:16:13,PER_000012,PER_000040,,DEV_000023,IP_000118,ACC_000012,LOC_000092,3193.46,,outbound,completed,api,withdrawal
EVT_003164,transaction,2025-07-12 00:18:22,PER_000063,PER_000066,,DEV_000058,IP_000097,ACC_000063,LOC_000063,3075.88,,internal,completed,pos,withdrawal
EVT_002167,call,2025-07-12 00:21:01,PER_000012,PER_000007,PH_000012,,,,LOC_000092,,553.0,inbound,completed,mobile_app,
EVT_004517,login,2025-07-12 00:27:28,PER_000078,,PH_000078,DEV_000016,IP_000001,,LOC_000114,,,,completed,mobile_app,
EVT_005164,transaction,2025-07-12 00:36:37,PER_000012,PER_000023,,DEV_000088,IP_000023,ACC_000112,LOC_000092,2798.55,,outbound,completed,web,withdrawal
EVT_002070,call,2025-07-12 00:39:52,PER_000012,PER_000096,PH_000012,,,,LOC_000092,,1194.0,outbound,completed,atm,
EVT_006653,login,2025-07-12 00:42:46,PER_000063,,PH_000063,DEV_000090,IP_000105,,LOC_000063,,,,completed,atm,
EVT_005860,call,2025-07-12 00:44:50,PER_000072,PER_000079,PH_000072,,,,LOC_000010,,1174.0,outbound,completed,web,
EVT_004821,transaction,2025-07-12 00:47:15,PER_000078,PER_000099,,DEV_000011,IP_000022,ACC_000078,LOC_000114,1047.19,,internal,completed,ussd,withdrawal
EVT_001846,location_ping,2025-07-12 00:53:20,PER_000012,,,DEV_000081,,,LOC_000092,,,,completed,mobile_app,
EVT_000218,sms,2025-07-12 00:56:24,PER_000063,PER_000037,PH_000063,,,,LOC_000012,,,inbound,completed,atm,
EVT_007424,sms,2025-07-12 01:01:49,PER_000078,PER_000097,PH_000078,,,,LOC_000114,,,internal,completed,pos,
EVT_005691,location_ping,2025-07-12 01:04:23,PER_000063,,,DEV_000031,,,LOC_000059,,,,completed,web,
EVT_002517,login,2025-07-12 01:05:29,PER_000063,,PH_000063,DEV_000024,IP_000044,,LOC_000063,,,,completed,mobile_app,
EVT_003940,location_ping,2025-07-12 01:21:44,PER_000078,,,DEV_000109,,,LOC_000114,,,,completed,ussd,
EVT_005327,transaction,2025-07-12 01:22:14,PER_000012,PER_000015,,DEV_000107,IP_000090,ACC_000112,LOC_000070,986.34,,inbound,completed,ussd,transfer
EVT_003184,sms,2025-07-12 01:30:22,PER_000012,PER_000050,PH_000012,,,,LOC_000092,,,outbound,completed,api,
EVT_002094,transaction,2025-07-12 01:30:58,PER_000072,PER_000037,,DEV_000081,IP_000077,ACC_000072,LOC_000010,1058.34,,inbound,completed,ussd,withdrawal
EVT_002663,location_ping,2025-07-12 01:38:10,PER_000012,,,DEV_000112,,,LOC_000092,,,,completed,ussd,
EVT_002342,login,2025-07-12 01:39:10,PER_000012,,PH_000012,DEV_000063,IP_000079,,LOC_000092,,,,completed,mobile_app,
EVT_002804,location_ping,2025-07-12 01:57:43,PER_000012,,,DEV_000104,,,LOC_000092,,,,completed,atm,
EVT_004162,sms,2025-07-12 02:05:20,PER_000012,PER_000083,PH_000012,,,,LOC_000092,,,internal,completed,pos,
EVT_002374,location_ping,2025-07-12 02:14:32,PER_000072,,,DEV_000025,,,LOC_000010,,,,completed,pos,
EVT_000746,transaction,2025-07-12 02:16:23,PER_000012,PER_000028,,DEV_000070,IP_000064,ACC_000112,LOC_000031,2322.22,,inbound,completed,atm,payment
EVT_005349,call,2025-07-12 02:16:31,PER_000012,PER_000099,PH_000012,,,,LOC_000092,,15.0,outbound,completed,mobile_app,
EVT_003356,call,2025-07-12 02:23:42,PER_000078,PER_000080,PH_000078,,,,LOC_000021,,273.0,inbound,completed,pos,
EVT_005882,call,2025-07-12 02:27:06,PER_000063,PER_000043,PH_000063,,,,LOC_000063,,805.0,outbound,completed,pos,
EVT_005162,login,2025-07-12 02:31:10,PER_000063,,PH_000063,DEV_000005,IP_000035,,LOC_000063,,,,completed,mobile_app,
EVT_002240,transaction,2025-07-12 02:40:49,PER_000078,PER_000015,,DEV_000118,IP_000024,ACC_000078,LOC_000114,1863.02,,outbound,completed,pos,p2p
EVT_007402,login,2025-07-12 02:42:41,PER_000063,,PH_000063,DEV_000101,IP_000009,,LOC_000063,,,,completed,mobile_app,
EVT_003842,call,2025-07-12 02:54:42,PER_000072,PER_000024,PH_000072,,,,LOC_000010,,239.0,internal,completed,api,
EVT_001986,location_ping,2025-07-12 02:55:00,PER_000012,,,DEV_000058,,,LOC_000092,,,,completed,pos,
EVT_005317,login,2025-07-12 02:56:45,PER_000063,,PH_000063,DEV_000080,IP_000055,,LOC_000063,,,,completed,ussd,
EVT_002435,location_ping,2025-07-12 03:08:56,PER_000078,,,DEV_000024,,,LOC_000114,,,,completed,api,
EVT_002895,transaction,2025-07-12 03:14:13,PER_000078,PER_000073,,DEV_000117,IP_000075,ACC_000078,LOC_000114,3538.6,,outbound,completed,pos,transfer
EVT_005462,sms,2025-07-12 03:19:32,PER_000012,PER_000077,PH_000012,,,,LOC_000092,,,outbound,completed,web,
EVT_001321,transaction,2025-07-12 03:24:51,PER_000078,PER_000012,,DEV_000063,IP_000038,ACC_000078,LOC_000114,3033.29,,outbound,completed,web,p2p
EVT_000058,location_ping,2025-07-12 03:33:36,PER_000012,,,DEV_000044,,,LOC_000092,,,,completed,api,
EVT_000367,location_ping,2025-07-12 03:40:08,PER_000078,,,DEV_000001,,,LOC_000114,,,,completed,pos,
EVT_006236,transaction,2025-07-12 03:44:05,PER_000063,PER_000096,,DEV_000114,IP_000109,ACC_000063,LOC_000070,2231.67,,outbound,completed,api,p2p
EVT_006541,call,2025-07-12 03:48:48,PER_000063,PER_000021,PH_000063,,,,LOC_000063,,390.0,internal,completed,mobile_app,
EVT_007152,location_ping,2025-07-12 03:53:23,PER_000078,,,DEV_000101,,,LOC_000114,,,,completed,mobile_app,
EVT_005689,login,2025-07-12 04:05:22,PER_000063,,PH_000063,DEV_000030,IP_000103,,LOC_000063,,,,completed,atm,
EVT_005825,location_ping,2025-07-12 04:15:44,PER_000072,,,DEV_000030,,,LOC_000010,,,,completed,mobile_app,
EVT_006900,call,2025-07-12 04:17:25,PER_000063,PER_000082,PH_000063,,,,LOC_000063,,409.0,outbound,completed,atm,
EVT_003712,transaction,2025-07-12 04:24:09,PER_000012,PER_000091,,DEV_000051,IP_000007,ACC_000012,LOC_000092,1590.85,,internal,completed,ussd,transfer
EVT_005990,call,2025-07-12 04:26:17,PER_000012,PER_000087,PH_000012,,,,LOC_000092,,54.0,outbound,completed,mobile_app,
EVT_001138,location_ping,2025-07-12 04:26:58,PER_000078,,,DEV_000002,,,LOC_000114,,,,completed,web,
EVT_000915,location_ping,2025-07-12 04:27:50,PER_000012,,,DEV_000093,,,LOC_000092,,,,completed,mobile_app,
EVT_004234,transaction,2025-07-12 04:31:13,PER_000012,PER_000031,,DEV_000045,IP_000095,ACC_000012,LOC_000118,3082.54,,internal,completed,ussd,withdrawal
EVT_004846,login,2025-07-12 04:39:00,PER_000063,,PH_000063,DEV_000118,IP_000097,,LOC_000063,,,,completed,mobile_app,
EVT_002382,location_ping,2025-07-12 04:39:35,PER_000063,,,DEV_000034,,,LOC_000063,,,,completed,ussd,
EVT_005782,location_ping,2025-07-12 04:58:32,PER_000078,,,DEV_000095,,,LOC_000114,,,,completed,web,
EVT_000309,sms,2025-07-12 05:00:02,PER_000012,PER_000058,PH_000012,,,,LOC_000092,,,inbound,completed,api,
EVT_001904,call,2025-07-12 05:00:11,PER_000078,PER_000007,PH_000078,,,,LOC_000114,,775.0,inbound,completed,pos,
EVT_001140,transaction,2025-07-12 05:06:11,PER_000078,PER_000037,,DEV_000093,IP_000117,ACC_000078,LOC_000113,1772.05,,internal,completed,ussd,withdrawal
EVT_000251,location_ping,2025-07-12 05:26:05,PER_000078,,,DEV_000054,,,LOC_000114,,,,completed,web,
EVT_002763,transaction,2025-07-12 05:27:28,PER_000078,PER_000079,,DEV_000110,IP_000043,ACC_000078,LOC_000114,3974.82,,outbound,completed,pos,payment
EVT_006552,location_ping,2025-07-12 05:32:43,PER_000063,,,DEV_000042,,,LOC_000063,,,,completed,api,
EVT_000357,login,2025-07-12 05:39:44,PER_000063,,PH_000063,DEV_000119,IP_000108,,LOC_000063,,,,completed,web,
EVT_000546,sms,2025-07-12 05:48:39,PER_000072,PER_000086,PH_000072,,,,LOC_000010,,,outbound,completed,ussd,
EVT_001020,location_ping,2025-07-12 05:55:06,PER_000012,,,DEV_000104,,,LOC_000092,,,,completed,pos,
EVT_002172,sms,2025-07-12 06:00:22,PER_000063,PER_000096,PH_000063,,,,LOC_000063,,,inbound,completed,web,
EVT_007013,call,2025-07-12 06:01:12,PER_000049,PER_000019,PH_000258,,,,LOC_000033,,473.0,outbound,completed,atm,
EVT_007122,login,2025-07-12 06:05:24,PER_000063,,PH_000063,DEV_000097,IP_000076,,LOC_000063,,,,completed,api,
EVT_004608,login,2025-07-12 06:06:22,PER_000078,,PH_000078,DEV_000063,IP_000046,,LOC_000114,,,,completed,api,
EVT_006279,call,2025-07-12 06:07:01,PER_000012,PER_000098,PH_000012,,,,LOC_000092,,341.0,outbound,completed,mobile_app,
EVT_000082,login,2025-07-12 06:15:59,PER_000012,,PH_000012,DEV_000014,IP_000052,,LOC_000092,,,,completed,ussd,
EVT_001855,sms,2025-07-12 06:16:48,PER_000072,PER_000007,PH_000072,,,,LOC_000010,,,internal,completed,pos,
EVT_005583,sms,2025-07-12 06:19:45,PER_000063,PER_000073,PH_000063,,,,LOC_000063,,,internal,completed,api,
EVT_000793,transaction,2025-07-12 06:23:07,PER_000078,PER_000090,,DEV_000036,IP_000065,ACC_000078,LOC_000114,1237.97,,internal,completed,mobile_app,deposit
EVT_002361,call,2025-07-12 06:26:45,PER_000012,PER_000033,PH_000012,,,,LOC_000092,,821.0,inbound,completed,api,
EVT_006299,transaction,2025-07-12 06:47:44,PER_000012,PER_000006,,DEV_000116,IP_000019,ACC_000012,LOC_000092,4092.16,,internal,completed,mobile_app,deposit
EVT_005595,transaction,2025-07-12 06:58:19,PER_000078,PER_000057,,DEV_000054,IP_000002,ACC_000078,LOC_000114,4426.01,,outbound,completed,api,deposit
EVT_000465,location_ping,2025-07-12 07:10:54,PER_000078,,,DEV_000061,,,LOC_000030,,,,completed,mobile_app,
EVT_003528,location_ping,2025-07-12 07:12:09,PER_000012,,,DEV_000079,,,LOC_000092,,,,completed,atm,
EVT_006469,sms,2025-07-12 07:14:24,PER_000063,PER_000045,PH_000063,,,,LOC_000063,,,outbound,completed,web,
EVT_007033,location_ping,2025-07-12 07:16:12,PER_000063,,,DEV_000005,,,LOC_000116,,,,completed,api,
EVT_005758,call,2025-07-12 07:19:22,PER_000072,PER_000075,PH_000072,,,,LOC_000010,,1074.0,internal,completed,mobile_app,
EVT_006570,call,2025-07-12 07:25:28,PER_000072,PER_000045,PH_000072,,,,LOC_000010,,822.0,outbound,completed,api,
EVT_003879,transaction,2025-07-12 07:27:40,PER_000078,PER_000033,,DEV_000087,IP_000106,ACC_000078,LOC_000114,3405.6,,internal,completed,atm,p2p
EVT_001148,login,2025-07-12 07:33:49,PER_000063,,PH_000063,DEV_000080,IP_000027,,LOC_000063,,,,completed,web,
EVT_002914,location_ping,2025-07-12 07:39:38,PER_000012,,,DEV_000024,,,LOC_000092,,,,completed,mobile_app,
EVT_006056,login,2025-07-12 07:39:51,PER_000063,,PH_000063,DEV_000120,IP_000099,,LOC_000063,,,,completed,pos,
EVT_001486,sms,2025-07-12 07:41:36,PER_000078,PER_000081,PH_000078,,,,LOC_000114,,,internal,completed,pos,
EVT_003133,transaction,2025-07-12 07:43:20,PER_000063,PER_000033,,DEV_000068,IP_000083,ACC_000063,LOC_000063,3099.41,,inbound,completed,ussd,payment
EVT_006101,location_ping,2025-07-12 07:45:43,PER_000063,,,DEV_000109,,,LOC_000063,,,,completed,ussd,
EVT_003844,call,2025-07-12 07:50:18,PER_000012,PER_000063,PH_000012,,,,LOC_000092,,98.0,internal,completed,api,
EVT_005611,call,2025-07-12 07:51:54,PER_000078,PER_000004,PH_000078,,,,LOC_000114,,848.0,outbound,completed,atm,
EVT_004916,call,2025-07-12 07:55:36,PER_000063,PER_000036,PH_000063,,,,LOC_000057,,949.0,inbound,completed,api,
EVT_005142,call,2025-07-12 07:56:59,PER_000063,PER_000028,PH_000063,,,,LOC_000063,,1005.0,inbound,completed,web,
EVT_005728,transaction,2025-07-12 08:01:54,PER_000002,PER_000018,,DEV_000108,IP_000111,ACC_000102,LOC_000032,260.54,,internal,completed,mobile_app,deposit
EVT_000993,location_ping,2025-07-12 08:03:15,PER_000078,,,DEV_000055,,,LOC_000088,,,,completed,pos,
EVT_005804,transaction,2025-07-12 08:04:40,PER_000012,PER_000098,,DEV_000014,IP_000090,ACC_000012,LOC_000009,564.86,,outbound,completed,api,payment
EVT_002551,location_ping,2025-07-12 08:07:21,PER_000078,,,DEV_000025,,,LOC_000114,,,,completed,api,
EVT_005508,login,2025-07-12 08:10:18,PER_000063,,PH_000063,DEV_000077,IP_000115,,LOC_000063,,,,completed,api,
EVT_003799,call,2025-07-12 08:10:20,PER_000078,PER_000075,PH_000078,,,,LOC_000088,,627.0,inbound,completed,web,
EVT_006943,location_ping,2025-07-12 08:11:39,PER_000078,,,DEV_000010,,,LOC_000112,,,,completed,ussd,
EVT_005322,call,2025-07-12 08:24:16,PER_000072,PER_000025,PH_000072,,,,LOC_000010,,971.0,outbound,completed,ussd,
EVT_005587,login,2025-07-12 08:28:29,PER_000072,,PH_000072,DEV_000083,IP_000087,,LOC_000010,,,,completed,pos,
EVT_002439,sms,2025-07-12 08:30:10,PER_000012,PER_000061,PH_000012,,,,LOC_000092,,,inbound,completed,atm,
EVT_003117,login,2025-07-12 08:32:11,PER_000063,,PH_000063,DEV_000057,IP_000015,,LOC_000074,,,,completed,api,
EVT_001560,sms,2025-07-12 08:39:01,PER_000061,PER_000027,PH_000061,,,,LOC_000062,,,outbound,completed,mobile_app,
EVT_004362,sms,2025-07-12 08:45:00,PER_000072,PER_000100,PH_000072,,,,LOC_000010,,,internal,completed,web,
EVT_006097,call,2025-07-12 08:49:49,PER_000078,PER_000055,PH_000078,,,,LOC_000114,,670.0,internal,completed,web,
EVT_004414,sms,2025-07-12 08:51:06,PER_000063,PER_000036,PH_000063,,,,LOC_000063,,,outbound,completed,pos,
EVT_001097,call,2025-07-12 08:52:16,PER_000063,PER_000031,PH_000063,,,,LOC_000063,,1084.0,inbound,completed,api,
EVT_004990,location_ping,2025-07-12 08:57:22,PER_000078,,,DEV_000064,,,LOC_000024,,,,completed,atm,
EVT_002652,transaction,2025-07-12 09:04:42,PER_000072,PER_000046,,DEV_000048,IP_000111,ACC_000072,LOC_000010,3408.5,,outbound,completed,web,p2p
EVT_003572,login,2025-07-12 09:07:53,PER_000072,,PH_000072,DEV_000002,IP_000019,,LOC_000010,,,,completed,ussd,
EVT_003245,sms,2025-07-12 09:16:50,PER_000063,PER_000098,PH_000063,,,,LOC_000063,,,outbound,completed,atm,
EVT_001618,transaction,2025-07-12 09:17:26,PER_000063,PER_000038,,DEV_000098,IP_000095,ACC_000063,LOC_000063,648.94,,inbound,completed,pos,payment
EVT_000239,location_ping,2025-07-12 09:19:52,PER_000078,,,DEV_000070,,,LOC_000114,,,,completed,api,
EVT_000810,login,2025-07-12 09:20:18,PER_000078,,PH_000078,DEV_000014,IP_000019,,LOC_000114,,,,completed,ussd,
EVT_007432,transaction,2025-07-12 09:21:32,PER_000063,PER_000085,,DEV_000101,IP_000044,ACC_000063,LOC_000063,3911.01,,internal,completed,api,deposit
EVT_001023,login,2025-07-12 09:29:45,PER_000063,,PH_000063,DEV_000042,IP_000003,,LOC_000063,,,,completed,pos,
EVT_001106,sms,2025-07-12 09:56:33,PER_000063,PER_000053,PH_000063,,,,LOC_000036,,,inbound,completed,web,
EVT_007057,call,2025-07-12 09:58:48,PER_000012,PER_000098,PH_000012,,,,LOC_000092,,967.0,outbound,completed,web,
EVT_005991,transaction,2025-07-12 10:04:08,PER_000062,PER_000010,,DEV_000094,IP_000076,ACC_000062,LOC_000033,2863.32,,outbound,completed,api,p2p
EVT_003865,location_ping,2025-07-12 10:06:06,PER_000078,,,DEV_000080,,,LOC_000114,,,,completed,api,
EVT_000250,location_ping,2025-07-12 10:06:56,PER_000012,,,DEV_000079,,,LOC_000092,,,,completed,web,
EVT_004595,login,2025-07-12 10:11:53,PER_000063,,PH_000063,DEV_000037,IP_000003,,LOC_000063,,,,completed,pos,
EVT_002545,location_ping,2025-07-12 10:25:39,PER_000072,,,DEV_000028,,,LOC_000010,,,,completed,atm,
EVT_002925,call,2025-07-12 10:29:15,PER_000012,PER_000057,PH_000012,,,,LOC_000092,,382.0,outbound,completed,ussd,
EVT_004044,location_ping,2025-07-12 10:29:40,PER_000009,,,DEV_000087,,,LOC_000107,,,,completed,web,
EVT_004041,transaction,2025-07-12 10:35:06,PER_000072,PER_000076,,DEV_000026,IP_000047,ACC_000072,LOC_000038,3330.7,,inbound,completed,web,payment
EVT_001135,sms,2025-07-12 10:41:14,PER_000063,PER_000014,PH_000063,,,,LOC_000063,,,outbound,completed,api,
EVT_001910,location_ping,2025-07-12 10:54:32,PER_000078,,,DEV_000002,,,LOC_000114,,,,completed,pos,
EVT_006261,location_ping,2025-07-12 10:58:09,PER_000078,,,DEV_000105,,,LOC_000114,,,,completed,ussd,
EVT_005088,login,2025-07-12 11:08:37,PER_000078,,PH_000078,DEV_000031,IP_000037,,LOC_000114,,,,completed,api,
EVT_000383,location_ping,2025-07-12 11:11:17,PER_000078,,,DEV_000046,,,LOC_000114,,,,completed,web,
EVT_003741,location_ping,2025-07-12 11:25:20,PER_000063,,,DEV_000114,,,LOC_000063,,,,completed,web,
EVT_005170,sms,2025-07-12 11:28:03,PER_000072,PER_000043,PH_000072,,,,LOC_000012,,,internal,completed,api,
EVT_001615,location_ping,2025-07-12 11:43:46,PER_000063,,,DEV_000110,,,LOC_000063,,,,completed,ussd,
EVT_004421,call,2025-07-12 11:52:09,PER_000012,PER_000017,PH_000012,,,,LOC_000092,,51.0,internal,completed,ussd,
EVT_001151,location_ping,2025-07-12 11:52:29,PER_000012,,,DEV_000065,,,LOC_000092,,,,completed,atm,
EVT_001053,location_ping,2025-07-12 11:54:05,PER_000042,,,DEV_000011,,,LOC_000060,,,,completed,pos,
EVT_006306,location_ping,2025-07-12 11:55:15,PER_000012,,,DEV_000114,,,LOC_000059,,,,completed,atm,
EVT_004039,sms,2025-07-12 11:57:14,PER_000063,PER_000032,PH_000063,,,,LOC_000063,,,outbound,completed,ussd,
EVT_003067,location_ping,2025-07-12 12:00:08,PER_000012,,,DEV_000027,,,LOC_000070,,,,completed,pos,
EVT_007162,sms,2025-07-12 12:04:14,PER_000072,PER_000034,PH_000072,,,,LOC_000010,,,internal,completed,mobile_app,
EVT_001191,transaction,2025-07-12 12:10:53,PER_000063,PER_000080,,DEV_000024,IP_000082,ACC_000063,LOC_000063,3331.03,,internal,completed,mobile_app,p2p
EVT_002498,call,2025-07-12 12:17:19,PER_000078,PER_000011,PH_000078,,,,LOC_000094,,974.0,internal,completed,web,
EVT_003999,transaction,2025-07-12 12:17:19,PER_000012,PER_000061,,DEV_000109,IP_000020,ACC_000112,LOC_000092,4393.11,,inbound,completed,atm,transfer
EVT_006403,login,2025-07-12 12:22:52,PER_000063,,PH_000063,DEV_000012,IP_000107,,LOC_000007,,,,completed,api,
EVT_006191,login,2025-07-12 12:25:20,PER_000012,,PH_000012,DEV_000117,IP_000024,,LOC_000092,,,,completed,pos,
EVT_002161,login,2025-07-12 12:26:55,PER_000012,,PH_000012,DEV_000011,IP_000086,,LOC_000092,,,,completed,web,
EVT_006870,call,2025-07-12 12:28:24,PER_000078,PER_000038,PH_000078,,,,LOC_000114,,556.0,internal,completed,ussd,
EVT_005138,sms,2025-07-12 12:29:08,PER_000012,PER_000022,PH_000012,,,,LOC_000092,,,outbound,completed,ussd,
EVT_002406,transaction,2025-07-12 12:32:30,PER_000072,PER_000099,,DEV_000045,IP_000020,ACC_000072,LOC_000010,3015.24,,internal,completed,api,deposit
EVT_000837,call,2025-07-12 12:33:38,PER_000078,PER_000068,PH_000078,,,,LOC_000114,,1047.0,outbound,completed,pos,
EVT_003163,location_ping,2025-07-12 12:35:52,PER_000078,,,DEV_000023,,,LOC_000114,,,,completed,api,
EVT_004350,location_ping,2025-07-12 12:40:52,PER_000072,,,DEV_000028,,,LOC_000010,,,,completed,web,
EVT_001112,location_ping,2025-07-12 12:55:33,PER_000063,,,DEV_000036,,,LOC_000063,,,,completed,api,
EVT_000040,sms,2025-07-12 12:57:15,PER_000072,PER_000035,PH_000072,,,,LOC_000010,,,internal,completed,atm,
EVT_006242,transaction,2025-07-12 12:59:57,PER_000072,PER_000091,,DEV_000112,IP_000001,ACC_000072,LOC_000010,3778.26,,inbound,completed,web,deposit
EVT_004435,transaction,2025-07-12 13:00:54,PER_000078,PER_000093,,DEV_000039,IP_000113,ACC_000078,LOC_000114,3672.77,,inbound,completed,mobile_app,p2p
EVT_007050,transaction,2025-07-12 13:04:29,PER_000012,PER_000007,,DEV_000007,IP_000080,ACC_000112,LOC_000092,2122.9,,internal,completed,atm,payment
EVT_007023,sms,2025-07-12 13:08:01,PER_000063,PER_000009,PH_000063,,,,LOC_000063,,,outbound,completed,atm,
